mukey,n
406825,18
406826,5
406827,2
406828,32
406829,39
406830,50
406831,102
406832,30
406833,29
406834,42
406835,10
406836,10
406838,28
406839,7
406840,569
406841,516
406842,255
406843,431
406844,120
406845,221
406846,2
406847,7
406848,2
406849,8
406850,29
406851,108
406852,15
406853,97
406854,5
406855,13
406856,39
406857,45
406858,62
406859,6
406860,25
406861,8
406862,3
406863,1
406865,1
406866,20
406870,9
406871,4
406872,2
406873,85
406874,116
406875,17
406876,59
406877,1
406878,5
406879,9
406880,24
406881,8
406882,4
406883,8
406884,11
406885,56
406886,4
406887,51
406888,146
406890,5
406891,58
406892,43
406893,17
406894,157
406895,25
406896,207
406897,6
406898,182
406899,68
406900,3
406901,30
406902,13
406903,77
406904,6
406905,3
406906,11
406907,10
406908,17
406909,27
406910,3
406911,23
406912,3
406913,42
406914,9
406915,25
406916,13
406917,5
406918,4
406919,56
406921,4
406922,14
406923,29
406924,60
406925,13
406926,2
406927,76
406928,20
406929,1
406930,14
406933,24
406934,24
406935,5
406936,15
406937,16
406938,29
406939,11
406940,39
406942,261
406943,36
406944,321
406945,10
406946,3
406947,19
406948,207
406950,514
406951,4
406952,38
406953,9
406955,8
406956,5
406957,6
406958,17
406959,104
406960,179
406961,19
406962,157
406963,7
406964,2
406965,21
406966,4
406967,19
406968,29
406969,112
406970,49
406971,14
406972,5
406973,18
406974,34
406975,4
406976,6
406977,38
406978,31
406979,3
406980,1
406981,8
406984,11
406985,27
406986,3
406987,115
406988,35
406989,6
406991,153
406992,7
406993,7
406994,24
406995,268
406996,12
406997,130
406998,90
406999,265
407000,555
407001,21
407002,10
407003,1251
407004,22
407006,6
407007,6
407008,8
407009,1
407010,47
407011,6
407012,4
407014,8
407015,22
407017,72
407018,34
407019,23
407020,5
407021,2
407022,2
407023,4
407024,2
407025,578
407026,7
407027,12
407028,7
407029,38
407030,134
407031,87
407032,42
407033,8
407034,31
407035,1110
407036,2
407039,48
407040,277
407041,11
407042,98
407043,540
407044,146
407045,16
407046,122
407047,100
407048,1
407049,12
407050,4
407067,572
407070,187
407071,186
407082,17
407084,64
407085,39
407086,40
407087,147
407088,18
407089,53
407091,2
407096,109
407099,7
407111,277
407114,380
407117,11
407118,2
407121,11
407122,3
407125,10
407133,67
407134,30
407135,642
407136,163
407137,452
407138,531
407139,14
407140,147
407149,10
407151,15
407161,43
407162,71
407163,72
407166,12
407169,11
407170,16
407171,13
407172,23
407176,15
407178,25
407179,63
407180,9
407181,35
407186,10
407193,37
407195,1
407197,2
407201,18
407202,8
407203,49
407206,28
407214,57
407215,118
407218,17
407227,125
407228,172
407230,102
407231,14
407234,31
407236,142
407237,54
407238,5
407240,118
407241,57
407242,95
407243,237
407245,21
407246,129
407250,17
407437,2
407438,13
407439,79
407440,14
407441,4
407442,7
407443,58
407445,14
407446,102
407447,48
407448,30
407449,57
407450,176
407451,36
407454,14
407455,25
407456,28
407457,2
407458,44
407459,10
407461,480
407463,486
407465,27
407467,12
407468,14
407469,26
407470,422
407471,78
407472,919
407473,31
407474,44
407475,268
407476,48
407477,85
407478,154
407479,45
407480,57
407481,5
407482,7
407483,27
407484,8
407485,4
407486,10
407487,18
407488,6
407489,30
407490,14
407491,7
407492,7
407493,6
407494,34
407495,4
407496,3
407497,10
407498,9
407499,2
407500,24
407501,17
407502,9
407503,7
407504,7
407505,1
407506,7
407507,36
407508,59
407509,23
407513,19
407514,188
407515,48
407516,64
407517,17
407518,11
407519,41
407520,36
407521,50
407522,47
407523,142
407524,21
407525,4
407526,10
407527,37
407528,14
407529,51
407530,272
407532,7
407533,17
407534,14
407535,7
407536,5
407538,32
407539,143
407540,4
407541,91
407542,43
407543,17
407544,9
407545,7
407546,5
407547,6
407548,8
407549,20
407550,3
407551,2
407552,5
407553,3
407554,1
407555,16
407556,8
407558,7
407559,5
407560,18
407561,24
407562,27
407563,25
407564,16
407565,14
407566,6
407567,11
407568,17
407569,6
407570,26
407571,92
407572,40
407573,1
407574,1
407575,10
407576,4
407577,16
407578,2
407579,1
407580,3
407581,4
407582,27
407583,54
407584,124
407585,21
407586,26
407587,42
407588,7
407589,62
407590,366
407591,19
407592,828
407593,845
407594,499
407595,12
407596,294
407597,154
407598,46
407599,50
407602,61
407603,15
407604,7
407605,101
407606,314
407607,395
407608,73
407609,13
407610,31
407611,61
407612,8
407613,21
407614,7
407615,18
407616,22
407618,30
407619,15
407620,24
407621,5
407622,5
407623,97
407624,231
407625,75
407626,6
407629,46
407630,374
407631,373
407632,13
407633,37
407634,201
407635,14
407636,5
407639,19
407640,19
407641,13
407642,126
407643,212
407644,66
407645,47
407646,15
407647,12
407648,44
407649,159
407650,298
407651,385
407652,206
407653,26
407654,9
407655,10
407658,31
407659,20
407660,22
407661,89
407662,63
407663,416
407664,19
407666,270
407667,56
407668,12
407669,46
407670,33
407671,940
407672,14
407673,66
407674,21
407675,3
407679,16
407680,16
407681,10
407682,53
407683,34
407684,52
407685,30
407686,52
407687,10
407688,2
407689,28
407690,82
407691,128
407692,25
407693,26
407694,4
407695,23
407696,5
407697,21
407698,88
407699,45
407700,153
407701,148
407702,22
407703,217
407704,117
407705,5
407706,9
407707,41
407708,76
407709,4
407712,36
407713,11
407714,9
407715,1
407716,3
407719,4
407721,20
407722,1
407723,24
407724,93
407725,12
407727,129
407728,35
407730,1
407731,1
407732,12
407738,163
407742,58
407744,67
407746,9
407749,3
407750,5
407753,2
407754,8
407755,30
407756,26
407757,301
407759,254
407762,54
407765,26
407768,2
407769,1
407771,2
407774,1
407777,478
407778,282
407779,427
407780,173
407781,42
407782,24
407783,213
407784,4
407787,5
407790,1
407793,1
407794,5
407795,395
407796,11
407798,236
407799,97
407803,1
407806,75
407808,25
407810,5
407812,1
407813,4
407816,7
407819,5
407822,2
407826,14
407827,6
407828,6
407829,3
407830,5
407837,238
407839,130
407842,10
407843,4
407844,2
407851,10
407853,13
407855,6
407856,42
407859,4
407860,26
407863,7
407865,27
407866,6
407867,18
407868,79
407869,57
407872,132
407874,2
407876,34
407877,4
407879,13
407881,17
407883,30
407885,15
407887,59
407890,23
407892,15
407893,18
407894,5
407895,17
407897,13
407899,5
407901,7
407903,4
407905,2
407907,23
407908,1
407914,8
407916,18
407918,8
407919,2
407920,5
407922,1
407923,7
407924,19
407925,9
407926,20
407927,255
407928,241
407929,31
407930,774
407931,609
407932,25
407933,288
407934,47
407935,195
407936,29
407937,11
407938,6
407939,38
407941,137
407942,159
407943,31
407944,12
407945,8
407946,31
407947,10
407949,137
407950,43
407951,147
407952,12
407953,195
407954,116
407955,52
407956,10
407957,157
407958,12
407959,40
407960,118
407961,14
407962,221
407963,144
407964,22
407965,31
407966,19
407967,2
407968,22
407969,42
407970,19
407971,9
407972,18
407973,38
407974,10
407975,11
407976,10
407977,23
407978,30
407979,14
407980,129
407981,52
407982,32
407983,16
407984,18
407985,44
407986,99
407987,92
407988,19
407989,2
407990,7
407991,98
407992,21
407993,8
407994,37
407995,4
407996,50
407997,5
407998,34
407999,16
408000,1
408001,57
408002,30
408003,19
408004,4
408005,84
408006,10
408007,78
408008,25
408009,62
408010,35
408011,13
408012,18
408013,28
408014,69
408015,60
408016,64
408017,43
408018,54
408019,13
408020,44
408021,36
408022,48
408026,35
408027,2
408028,40
408030,7
408031,5
408032,6
408033,6
408034,34
408036,9
408037,7
408038,5
408039,29
408040,25
408041,47
408042,137
408043,20
408044,19
408045,57
408046,130
408047,364
408048,276
408049,10
408050,4
408051,7
408052,11
408053,12
408054,18
408055,54
408056,8
408057,139
408058,12
408059,127
408060,79
408061,7
408062,86
408063,59
408064,30
408065,63
408066,5
408067,21
408068,12
408069,13
408070,25
408071,27
408072,30
408074,9
408075,1
408077,14
408078,1
408079,74
408080,177
408081,555
408082,229
408083,69
408084,30
408085,13
408086,269
408087,100
408088,11
408089,77
408090,16
408092,5
408093,2
408094,9
408095,23
408097,144
408099,106
408100,15
408101,101
408102,108
408103,50
408104,315
408105,22
408106,150
408107,35
408108,107
408109,12
408110,53
408111,26
408112,84
408113,9
408114,65
408115,5
408116,94
408117,22
408118,41
408119,25
408120,8
408121,7
408122,24
408123,11
408124,158
408125,202
408126,1
408128,90
408129,49
408130,76
408131,15
408132,2
408133,14
408134,67
408135,62
408136,64
408137,28
408138,56
408139,126
408140,12
408141,16
408142,28
408143,22
408145,340
408146,82
408147,24
408148,52
408149,57
408150,171
408151,188
408152,50
408153,25
408154,16
408155,15
408156,15
408157,40
408158,23
408159,4
408160,54
408161,28
408162,20
408163,3
408164,2
408165,23
408166,53
408167,21
408168,6
408169,65
408170,5
408171,7
408172,11
408173,36
408174,36
408175,166
408176,7
408177,28
408181,5
408182,174
408183,25
408184,11
408185,15
408186,17
408187,4
408188,6
408189,5
408190,14
408191,17
408192,11
408193,7
408194,21
408195,65
408196,26
408197,114
408198,141
408199,216
408200,162
408201,12
408202,18
408203,7
408204,7
408205,15
408206,4
408207,5
408208,10
408209,3
408210,9
408211,25
408212,30
408213,30
408214,130
408215,28
408216,8
408217,198
408218,54
408219,5
408220,32
408221,9
408222,36
408223,270
408224,34
408225,14
408226,38
408333,31
408334,1034
408335,38
408336,16
408337,24
408338,38
408339,91
408340,9
408341,115
408342,1453
408343,7
408344,676
408345,40
408346,63
408347,5
408348,20
408349,16
408350,18
408351,40
408352,131
408353,38
408354,11
408355,2
408356,10
408357,63
408359,22
408360,213
408361,28
408362,6
408365,3
408366,10
408367,83
408368,6
408369,9
408370,145
408371,44
408372,27
408373,13
408374,17
408375,459
408376,44
408377,15
408378,123
408379,18
408380,6
408381,37
408382,2334
408383,25
408384,55
408385,5
408386,2168
408387,52
408388,77
408389,948
408390,175
408391,130
408392,58
408393,19
408394,6
408395,94
408396,10
408397,7
408398,34
408399,377
408400,28
408401,59
408402,1
408403,7
408404,36
408405,43
408406,4
408407,66
408408,16
408409,262
408410,931
408411,31
408412,2
408413,26
408414,36
408416,12
408417,16
408418,10
408420,1
408421,71
408423,284
408424,288
408425,61
408426,183
408427,1
408428,32
408429,102
408430,23
408432,9
408433,4
408434,2
408435,17
408436,19
408437,3
408438,10
408439,6
408440,4
408441,8
408442,1
408443,10
408444,32
408445,321
408446,51
408447,57
408448,56
408449,166
408450,21
408452,89
408453,204
408454,12
408455,6
408458,2
408459,543
408460,72
408461,53
408462,671
408463,85
408464,3
408465,8
408466,31
408467,3
408468,14
408469,98
408470,9
408471,8
408472,7
408473,8
408474,36
408475,4
408476,7
408477,3
408478,14
408479,14
408480,25
408481,25
408482,1
408483,107
408484,8
408485,10
408487,19
408488,3
408489,2
408491,1
408492,54
408493,2
408494,93
408495,24
408496,2
408497,35
408498,2
408499,51
408500,9
408501,3
408502,31
408503,19
408504,2
408505,7
408506,4
408507,33
408508,4
408509,66
408510,5
408511,16
408512,34
408513,2
408514,3
408515,10
408516,15
408517,8
408518,9
408519,3
408520,15
408521,4
408522,1
408523,3
408524,2
408525,9
408526,14
408527,12
408529,10
408530,13
408531,17
408532,43
408533,317
408534,5
408535,172
408536,74
408537,41
408538,264
408539,19
408543,7
408544,31
408545,17
408546,23
408547,5
408548,10
408550,17
408551,20
408552,2
408553,23
408554,8
408555,5
408556,28
408557,5
408558,33
408559,13
408560,6
408561,30
408562,11
408563,19
408564,25
408565,5
408566,2
408567,47
408568,187
408569,52
408570,5
408571,46
408572,36
408573,10
408574,95
408575,116
408576,253
408577,322
408578,7
408580,4
408582,20
408583,6
408584,9
408585,3
408586,18
408587,6
408593,21
408594,54
408595,38
408596,4
408597,6
408598,3
408599,42
408600,12
408601,2
408602,12
408603,11
408604,76
408605,11
408606,5
408607,6
408609,43
408610,53
408611,8
408612,115
408613,10
408614,15
408615,2
408616,6
408617,3
408619,724
408620,113
408621,70
408622,273
408623,115
408624,399
408625,77
408626,86
408627,94
408628,106
408629,46
408630,33
408631,67
408632,220
408633,169
408634,2
408635,10
408636,5
408637,15
408638,148
408639,187
408640,19
408644,12
408645,11
408646,14
408647,105
408648,42
408650,20
408651,251
408655,8
408656,11
408657,33
408658,35
408659,3
408660,1
408661,13
408663,35
408664,1
408668,247
408669,63
408670,25
408671,3
408672,14
408673,12
408674,3
408675,10
408676,15
408677,3
408678,11
408679,9
408680,2
408682,13
408683,16
408684,818
408685,461
408686,275
408687,20
408688,733
408689,21
408690,84
408691,18
408696,15
408697,10
408698,31
408699,29
408700,11
408701,43
408702,13
408703,7
408704,38
408706,51
408707,98
408708,161
408709,86
408710,34
408711,27
408712,10
408713,24
408714,22
408715,152
408716,65
408717,58
408718,5
408719,24
408720,18
408721,10
408723,20
408724,81
408725,79
408727,54
408728,14
408729,94
408730,24
408731,53
408732,29
408733,30
408734,15
408735,4
408736,7
408737,10
408738,61
408739,50
408740,20
408741,24
408742,4
408743,28
408744,32
408745,29
408746,51
408747,29
408748,45
408749,31
408750,39
408751,24
408752,5
408753,304
408754,349
408755,91
408756,120
408757,65
408758,187
408759,6
408760,5
408761,35
408762,4
408763,16
408764,7
408765,9
408766,22
408767,15
408768,21
408770,56
408771,40
408772,57
408773,43
408774,60
408775,22
408776,7
408777,9
408778,10
408779,23
408780,29
408781,35
408782,11
408783,48
408784,8
408787,44
408788,9
408789,8
408790,71
408791,66
408792,68
408793,149
408794,4
408795,26
408796,95
408797,32
408798,14
408799,2
408800,51
408801,20
408802,11
408803,13
408804,28
408805,20
408806,50
408807,21
408808,48
408809,27
408810,15
408811,34
408812,25
408813,128
408814,10
408815,24
408816,140
408817,12
408818,131
408819,23
408820,15
408821,29
408822,23
408823,23
408824,144
408825,51
408826,144
408827,13
408828,50
408829,4
408830,81
408831,83
408832,25
408833,57
408834,25
408835,23
408836,17
408837,15
408838,28
408839,41
408848,19
408849,29
408850,54
408852,4
408853,1
408855,1
408857,1
408861,109
408863,5
408865,1
408868,8
408870,6
408871,80
408873,4
408874,44
408879,26
408884,39
408886,3
408887,111
408888,6
408889,14
408892,8
408894,10
408896,61
408897,284
408902,3
408903,23
408906,26
408907,3
408909,5
408913,2
408917,3
408922,3
408924,2
408925,161
408926,264
408934,7
408936,1
408937,34
408946,9
408951,10
408955,1
408957,1
408960,1
408961,1
408963,1
408966,30
408975,1
408976,5
408977,4
408982,3
408983,4
408984,2
408990,2
408997,2
409000,9
409015,4
409016,8
409018,4
409019,5
409023,11
409029,13
409031,2
409032,50
409035,4
409036,66
409039,35
409042,9
409043,5
409044,3
409055,3
409058,23
409065,10
409068,3
409071,20
409076,241
409077,4
409078,48
409079,25
409081,6
409082,30
409083,8
409084,27
409085,7
409086,34
409087,18
409088,2
409089,12
409090,22
409091,8
409092,103
409093,211
409094,625
409095,256
409096,129
409097,68
409098,33
409099,48
409100,27
409101,21
409102,28
409103,19
409104,73
409105,43
409106,28
409108,80
409109,8
409110,15
409111,764
409112,605
409113,707
409114,28
409115,127
409116,91
409117,79
409118,19
409119,353
409120,45
409121,50
409122,8
409123,3
409124,5
409125,6
409126,13
409127,34
409128,41
409129,30
409130,14
409131,8
409132,10
409133,10
409134,18
409135,6
409136,5
409137,134
409138,2
409139,170
409140,57
409141,59
409143,119
409144,12
409145,43
409146,37
409147,5
409148,71
409149,19
409150,41
409151,8
409152,20
409153,17
409154,15
409155,42
409156,368
409159,191
409160,219
409161,61
409162,49
409165,8
409166,16
409167,6
409168,2
409169,6
409173,7
409174,7
409175,9
409176,26
409177,16
409178,96
409179,68
409180,12
409181,4
409182,33
409183,29
409184,2
409185,43
409187,139
409188,137
409189,2
409190,33
409193,38
409194,1
409195,88
409196,81
409197,13
409198,5
409199,5
409200,1
409202,3
409203,7
409204,67
409205,3
409206,86
409207,2
409208,11
409209,212
409211,71
409212,1
409213,22
409214,14
409215,29
409216,27
409217,261
409218,5
409219,8
409220,5
409221,10
409222,6
409223,1
409224,432
409225,182
409227,3
409228,3
409229,8
409230,42
409231,16
409232,2
409233,28
409235,5
409236,7
409237,19
409238,19
409239,68
409240,727
409241,6
409242,198
409243,517
409244,22
409245,4
409246,10
409247,21
409248,2
409249,76
409250,36
409251,2
409252,1
409253,15
409254,137
409255,8
409256,94
409257,1
409258,6
409259,7
409261,2
409262,62
409263,2
409265,2
409266,41
409267,71
409268,6
409269,2
409270,126
409271,22
409272,417
409273,12
409274,10
409275,12
409276,1
409277,131
409278,46
409279,20
409280,68
409281,15
409282,19
409283,31
409284,12
409285,57
409286,55
409287,12
409288,12
409289,20
409290,51
409291,97
409292,10
409293,39
409294,29
409295,1
409296,19
409297,7
409298,13
409299,3
409300,10
409301,4
409302,289
409303,436
409304,255
409305,590
409306,138
409307,331
409309,52
409310,4
409311,5
409312,13
409313,2
409314,47
409315,23
409316,25
409317,28
409319,10
409320,8
409321,8
409322,2
409323,6
409324,16
409325,49
409326,82
409327,27
409328,17
409329,11
409330,6
409331,8
409332,19
409334,18
409335,80
409336,8
409337,4
409339,22
409340,11
409341,2
409342,158
409343,60
409344,52
409345,96
409346,147
409347,190
409348,9
409349,23
409350,74
409351,61
409352,4
409353,1
409354,1
409355,4
409357,7
409358,31
409359,20
409360,3
409361,9
409362,8
409363,6
409364,10
409365,36
409366,7
409367,9
409368,1
409369,45
409370,278
409371,139
409372,391
409373,18
409374,258
409375,46
409376,50
409377,9
409378,101
409379,95
409380,2
409381,39
409382,26
409383,135
409384,11
409385,38
409386,5
409387,8
409388,20
409389,21
409390,10
409391,11
409392,7
409393,12
409394,14
409395,36
409396,6
409397,30
409398,36
409399,35
409400,93
409401,12
409402,134
409403,544
409404,690
409405,102
409406,1158
409407,709
409408,1165
409409,637
409410,54
